[2023/03/31 01:21:15] - Namespace(alpha=8, batch_m=0.75, batch_size=128, data_dir='../data/tiny-imagenet-200', delta_init='random', epochs=110, epsilon=8, inner_gamma=0.05, lamda=0.025, log='TDAT.log', lr_max=0.1, lr_min=0.0, lr_schedule='multistep', milestone1=100, milestone2=105, model='ResNet18', momentum=0.9, momentum_decay=0.3, out_dir='TDAT', outer_factor=0.05, save_epoch=99, seed=0, weight_decay=0.0005)
[2023/03/31 01:21:21] - Epoch 	 Seconds 	 LR 	 Inner Loss 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 PGD Loss 	 PGD Acc
[2023/03/31 10:09:25] - 87 	 260.9 	 	 0.1000 	 5.2001 	 	 5.2286 	 0.2952 	 4.3289 	 	 0.3464 	 4.5673 	 0.1778
[2023/03/31 10:15:27] - 88 	 260.4 	 	 0.1000 	 5.2077 	 	 5.2338 	 0.2945 	 4.3847 	 	 0.3455 	 4.6095 	 0.1777
[2023/03/31 10:21:29] - 89 	 260.4 	 	 0.1000 	 5.2151 	 	 5.2389 	 0.2933 	 4.4585 	 	 0.3360 	 4.6676 	 0.1701
[2023/03/31 10:27:30] - 90 	 260.3 	 	 0.1000 	 5.2221 	 	 5.2436 	 0.2957 	 4.4662 	 	 0.3392 	 4.6720 	 0.1698
[2023/03/31 10:33:32] - 91 	 260.4 	 	 0.1000 	 5.2289 	 	 5.2483 	 0.2944 	 4.4961 	 	 0.3393 	 4.7061 	 0.1713
[2023/03/31 10:39:35] - 92 	 261.1 	 	 0.1000 	 5.2355 	 	 5.2528 	 0.2951 	 4.4885 	 	 0.3396 	 4.7018 	 0.1702
[2023/03/31 10:45:37] - 93 	 260.4 	 	 0.1000 	 5.2419 	 	 5.2572 	 0.2941 	 4.5367 	 	 0.3364 	 4.7372 	 0.1795
[2023/03/31 10:51:39] - 94 	 260.3 	 	 0.1000 	 5.2479 	 	 5.2612 	 0.2951 	 4.6014 	 	 0.3419 	 4.7901 	 0.1813
[2023/03/31 10:57:41] - 95 	 260.2 	 	 0.1000 	 5.2537 	 	 5.2654 	 0.2948 	 4.6502 	 	 0.3304 	 4.8219 	 0.1659
[2023/03/31 11:03:42] - 96 	 260.2 	 	 0.1000 	 5.2592 	 	 5.2690 	 0.2935 	 4.6717 	 	 0.3296 	 4.8305 	 0.1765
[2023/03/31 11:09:45] - 97 	 261.0 	 	 0.1000 	 5.2644 	 	 5.2727 	 0.2934 	 4.7013 	 	 0.3242 	 4.8537 	 0.1749
[2023/03/31 11:15:46] - 98 	 260.5 	 	 0.1000 	 5.2693 	 	 5.2761 	 0.2934 	 4.7596 	 	 0.3270 	 4.9047 	 0.1806
[2023/03/31 11:21:48] - 99 	 260.3 	 	 0.1000 	 5.2740 	 	 5.2794 	 0.2936 	 4.8404 	 	 0.3219 	 4.9632 	 0.1748
[2023/03/31 11:27:50] - 100 	 260.2 	 	 0.0100 	 5.2752 	 	 5.2787 	 0.3496 	 4.7373 	 	 0.3967 	 4.9004 	 0.2358
[2023/03/31 11:33:51] - 101 	 260.0 	 	 0.0100 	 5.2764 	 	 5.2790 	 0.3844 	 4.7599 	 	 0.4051 	 4.9194 	 0.2363
[2023/03/31 11:39:54] - 102 	 260.9 	 	 0.0100 	 5.2759 	 	 5.2783 	 0.3936 	 4.7568 	 	 0.4041 	 4.9210 	 0.2408
[2023/03/31 11:45:56] - 103 	 260.4 	 	 0.0100 	 5.2755 	 	 5.2778 	 0.4030 	 4.7485 	 	 0.4075 	 4.9189 	 0.2401
[2023/03/31 11:51:58] - 104 	 260.4 	 	 0.0100 	 5.2750 	 	 5.2774 	 0.4090 	 4.7558 	 	 0.4079 	 4.9242 	 0.2367
[2023/03/31 11:57:59] - 105 	 260.2 	 	 0.0010 	 5.2744 	 	 5.2765 	 0.4239 	 4.7513 	 	 0.4121 	 4.9234 	 0.2399
[2023/03/31 12:04:01] - 106 	 260.2 	 	 0.0010 	 5.2742 	 	 5.2761 	 0.4292 	 4.7570 	 	 0.4126 	 4.9268 	 0.2417
[2023/03/31 12:10:04] - 107 	 260.8 	 	 0.0010 	 5.2741 	 	 5.2760 	 0.4298 	 4.7556 	 	 0.4131 	 4.9273 	 0.2401
[2023/03/31 12:16:06] - 108 	 260.7 	 	 0.0010 	 5.2740 	 	 5.2759 	 0.4311 	 4.7454 	 	 0.4134 	 4.9207 	 0.2403
[2023/03/31 12:22:08] - 109 	 260.2 	 	 0.0010 	 5.2739 	 	 5.2758 	 0.4320 	 4.7533 	 	 0.4112 	 4.9262 	 0.2385
